Date,인바디,펠로톤,플래닛피트니스,노틸러스,룰루레몬,나이키,언더아머,브랜드엑스코퍼레이션,푸드나무
2019-12-06,22700.0,32.63,74.48,1.72,229.38,97.0,18.96,,16600.0
2019-12-09,22550.0,34.77,74.1,1.77,230.88,96.63,19.27,,16500.0
2019-12-10,22300.0,32.78,73.99,1.93,229.65,97.01,19.24,,16200.0
2019-12-11,22350.0,32.03,74.19,1.98,233.19,97.18,19.2,,16200.0
2019-12-12,22300.0,30.85,72.54,1.86,224.47,97.72,19.29,,16850.0
2019-12-13,22750.0,31.53,72.67,1.75,223.55,97.77,19.53,,17600.0
2019-12-16,22800.0,31.34,73.41,1.67,225.35,98.81,20.43,,16800.0
2019-12-17,23400.0,32.93,72.89,1.67,222.98,99.65,20.56,,16900.0
2019-12-18,23050.0,31.89,73.25,1.9,224.31,100.57,21.04,,16850.0
2019-12-19,23150.0,31.93,73.38,1.82,224.13,101.15,21.16,,16900.0
2019-12-20,23150.0,29.99,73.56,1.74,230.29,99.96,21.5,,16700.0
2019-12-23,23250.0,29.22,74.17,1.78,228.13,100.04,21.55,,16800.0
2019-12-24,23200.0,28.75,74.34,1.77,229.03,100.14,21.64,,16350.0
2019-12-26,23400.0,27.0,74.82,1.67,231.17,100.71,21.8,,16650.0
2019-12-27,23500.0,27.0,75.49,1.67,230.02,101.57,21.45,,17000.0
2019-12-30,23650.0,27.69,74.19,1.68,230.83,100.8,21.28,,16500.0
2019-12-31,,28.4,74.68,1.75,231.67,101.31,21.6,,
2020-01-02,23350.0,29.74,75.08,1.81,233.42,102.2,21.78,,16000.0
2020-01-03,23400.0,30.6,75.64,1.78,232.64,101.92,21.85,,15900.0
2020-01-06,22250.0,29.75,75.04,1.9,235.43,101.83,20.44,,15350.0
2020-01-07,22550.0,30.4,76.33,2.14,233.7,101.78,20.7,,16100.0
2020-01-08,21550.0,29.65,76.32,2.18,237.27,101.55,20.42,,14850.0
2020-01-09,22000.0,27.87,76.86,2.82,235.9,101.48,19.79,,15300.0
2020-01-10,22050.0,28.01,77.22,3.22,234.84,100.9,19.77,,15300.0
2020-01-13,22150.0,28.53,79.04,3.39,245.18,102.16,20.17,,16100.0
2020-01-14,22200.0,29.69,79.88,3.72,243.77,102.92,21.12,,16050.0
2020-01-15,22000.0,30.86,79.02,3.79,243.49,102.79,21.18,,15800.0
2020-01-16,22600.0,30.83,79.17,3.56,243.71,103.37,21.19,,15850.0
2020-01-17,22600.0,31.7,79.75,3.53,241.25,104.53,20.39,,16200.0
2020-01-20,22800.0,,,,,,,,15950.0
2020-01-21,22350.0,32.0,78.9,3.52,242.52,104.58,20.2,,15750.0
2020-01-22,22500.0,30.68,79.06,3.93,244.3,104.49,20.52,,16950.0
2020-01-23,22400.0,30.06,78.15,3.59,243.06,103.02,21.23,,17450.0
2020-01-24,,30.5,78.52,3.47,240.35,102.03,20.99,,
2020-01-27,,31.25,78.54,3.45,236.74,100.24,20.65,,
2020-01-28,21600.0,31.38,79.7,3.54,239.35,100.41,20.89,,18550.0
2020-01-29,22050.0,31.5,80.25,3.53,243.66,99.84,21.0,,18050.0
2020-01-30,21650.0,32.26,81.42,3.23,243.77,98.19,20.86,,18400.0
2020-01-31,21050.0,32.36,80.79,3.18,239.39,96.3,20.18,,16450.0
2020-02-03,21200.0,33.37,81.58,2.77,246.37,99.27,20.28,,17600.0
2020-02-04,21750.0,33.47,82.68,2.7,247.99,101.38,20.79,,17000.0
2020-02-05,21600.0,32.7,81.67,3.34,243.9,100.54,20.73,,17100.0
2020-02-06,21650.0,29.0,82.34,3.18,243.78,100.27,20.67,,16950.0
2020-02-07,21500.0,27.86,82.58,3.17,243.51,99.44,20.25,,17200.0
2020-02-10,21600.0,28.6,82.87,2.91,248.54,100.02,20.45,,17600.0
2020-02-11,21900.0,28.65,83.12,2.93,251.58,100.02,16.59,,17400.0
2020-02-12,21850.0,28.34,84.65,2.91,253.94,103.0,17.04,,16350.0
2020-02-13,21650.0,28.85,84.5,2.91,253.86,103.37,16.76,,16350.0
2020-02-14,21500.0,27.66,86.46,3.01,254.41,103.54,17.19,,16350.0
2020-02-17,21550.0,,,,,,,,16350.0
2020-02-18,21200.0,27.08,87.94,3.0,259.23,102.0,16.73,,16200.0
2020-02-19,21150.0,27.1,87.85,2.93,262.51,102.46,16.57,,16800.0
2020-02-20,20950.0,26.98,88.04,3.84,263.68,102.53,16.5,,16800.0
2020-02-21,20950.0,25.49,87.52,3.47,255.9,100.25,16.04,,16850.0
2020-02-24,20700.0,26.5,84.24,3.16,246.21,95.91,15.48,,17050.0
2020-02-25,20900.0,27.11,81.17,3.31,238.81,92.9,14.82,,17750.0
2020-02-26,20650.0,29.19,75.77,3.15,238.56,92.0,14.42,,19650.0
2020-02-27,20350.0,28.72,72.07,2.76,220.7,88.55,13.99,,19400.0
2020-02-28,19450.0,26.69,67.49,3.22,217.41,89.38,14.19,,18200.0
2020-03-02,20000.0,27.92,68.48,3.05,228.9,92.68,14.1,,20000.0
2020-03-03,20450.0,26.68,67.85,2.96,227.13,90.93,13.6,,20000.0
2020-03-04,20550.0,27.25,69.88,2.86,231.62,93.79,13.88,,20700.0
2020-03-05,20550.0,27.1,62.5,2.74,221.19,90.58,13.25,,20450.0
2020-03-06,19950.0,24.98,64.35,2.53,218.55,88.36,12.63,,20600.0
2020-03-09,18750.0,23.21,56.65,2.25,199.77,84.11,11.17,,19100.0
2020-03-10,19100.0,22.97,62.63,2.25,204.12,88.3,11.75,,18800.0
2020-03-11,18150.0,22.0,57.0,1.64,193.74,84.0,11.38,,18400.0
2020-03-12,16400.0,19.51,48.32,1.39,169.13,74.2,9.69,,18050.0
2020-03-13,16000.0,19.72,53.98,1.48,176.75,75.58,10.81,,15850.0
2020-03-16,15900.0,22.25,38.8,1.46,138.98,66.79,9.2,,14650.0
2020-03-17,16700.0,25.45,35.39,1.45,144.88,69.84,9.87,,14900.0
2020-03-18,15800.0,25.79,27.54,1.31,140.36,68.04,8.55,,14500.0
2020-03-19,14200.0,24.99,32.61,1.35,154.86,70.34,9.06,,13600.0
2020-03-20,15200.0,23.01,33.93,1.3,165.01,67.45,8.17,,14900.0
2020-03-23,13500.0,23.34,37.47,1.29,172.3,62.8,8.06,,14400.0
2020-03-24,15350.0,24.57,46.23,1.45,192.74,72.33,9.15,,15000.0
2020-03-25,15850.0,24.52,50.33,2.02,193.62,79.01,9.29,,15000.0
2020-03-26,15600.0,25.75,52.38,2.36,200.8,84.3,9.89,,16050.0
2020-03-27,15500.0,25.98,50.42,2.8,188.84,83.23,9.44,,16000.0
2020-03-30,15600.0,27.7,48.6,2.89,193.94,85.38,9.57,,18900.0
2020-03-31,15850.0,26.55,48.7,2.61,189.55,82.74,9.21,,18800.0
2020-04-01,16000.0,27.96,42.34,2.71,183.5,79.23,8.26,,18750.0
2020-04-02,16450.0,26.74,39.84,2.46,185.49,80.14,7.79,,19500.0
2020-04-03,16250.0,28.75,36.96,2.48,181.25,78.86,8.22,,20150.0
2020-04-06,17250.0,28.37,42.56,2.41,194.95,84.63,8.99,,20050.0
2020-04-07,18000.0,27.58,45.87,2.22,194.92,84.16,9.52,,19500.0
2020-04-08,18150.0,27.5,52.06,2.4,196.01,85.3,9.75,,19100.0
2020-04-09,18300.0,28.45,55.59,3.76,203.51,86.79,10.43,,19900.0
2020-04-10,17800.0,,,,,,,,20900.0
2020-04-13,17350.0,31.99,54.18,4.84,199.27,84.46,9.81,,19800.0
2020-04-14,17600.0,31.88,55.32,4.71,205.18,87.47,10.01,,20050.0
2020-04-15,,35.61,52.0,5.47,207.95,85.04,9.6,,
2020-04-16,17950.0,36.35,50.1,5.13,209.19,86.3,9.34,,20850.0
2020-04-17,18100.0,33.49,56.57,5.05,225.86,89.91,9.85,,20650.0
2020-04-20,17900.0,31.07,56.1,4.63,218.59,87.9,9.65,,20350.0
2020-04-21,17750.0,31.39,55.22,5.04,206.72,85.2,9.54,,20650.0
2020-04-22,18100.0,31.18,57.43,5.78,212.09,88.77,9.59,,21800.0
2020-04-23,18050.0,29.89,57.04,6.11,211.64,87.35,9.81,,23800.0
2020-04-24,17650.0,31.74,57.9,6.49,214.55,88.37,10.0,,24450.0
2020-04-27,18800.0,31.78,62.44,5.99,226.89,89.37,10.44,,24000.0
2020-04-28,19150.0,30.0,60.44,5.98,224.47,88.8,10.83,,23950.0
2020-04-29,18850.0,31.89,64.23,6.11,232.43,88.07,10.87,,23000.0
2020-04-30,,31.5,60.33,6.49,223.48,87.18,10.42,,
2020-05-01,,32.05,57.62,5.86,218.69,85.54,9.8,,
2020-05-04,18450.0,33.9,57.44,6.02,218.69,85.75,9.69,,22600.0
2020-05-05,,36.22,57.08,6.64,218.21,87.2,9.38,,
2020-05-06,19200.0,38.03,60.4,5.23,223.18,88.44,9.19,,23200.0
2020-05-07,20200.0,44.12,61.14,5.35,225.99,88.56,9.61,,22650.0
2020-05-08,20300.0,43.0,60.22,5.44,237.99,90.46,9.98,,22100.0
2020-05-11,20000.0,42.8,58.1,5.83,245.62,90.93,9.01,,22600.0
2020-05-12,19750.0,46.17,52.01,5.72,242.6,88.26,8.63,,23350.0
2020-05-13,20050.0,45.17,47.92,5.64,229.39,86.02,7.79,,23400.0
2020-05-14,19300.0,45.11,51.01,5.9,237.57,86.55,7.71,,22650.0
2020-05-15,19200.0,48.42,52.32,6.18,247.09,86.99,7.71,,21300.0
2020-05-18,19200.0,43.61,57.7,5.85,255.65,91.04,8.23,,21650.0
2020-05-19,19400.0,44.8,57.54,5.96,251.41,91.51,7.81,,21550.0
2020-05-20,19400.0,45.11,60.92,6.11,258.38,92.95,8.24,,21600.0
2020-05-21,19450.0,45.3,61.35,6.34,267.53,94.26,8.68,,21350.0
2020-05-22,19100.0,45.81,62.96,6.0,276.73,93.75,8.34,,21400.0
2020-05-25,19600.0,,,,,,,,21450.0
2020-05-26,19400.0,41.7,63.23,5.84,281.41,96.62,8.88,,22300.0
2020-05-27,18950.0,41.07,65.17,5.91,281.5,99.87,9.61,,21550.0
2020-05-28,18400.0,42.61,64.99,5.99,284.42,98.46,9.05,,21050.0
2020-05-29,17700.0,42.19,64.63,6.11,300.1,98.58,8.75,,21900.0
2020-06-01,17800.0,45.85,67.59,7.28,308.69,99.54,9.26,,22050.0
2020-06-02,17800.0,49.01,73.98,7.17,312.3,100.74,9.41,,22050.0
2020-06-03,17800.0,47.83,77.18,7.23,323.74,104.11,10.3,,23700.0
2020-06-04,17750.0,47.88,73.55,6.98,317.42,101.28,10.41,,23850.0
2020-06-05,17700.0,45.9,75.15,6.97,319.78,102.71,11.1,,23200.0
2020-06-08,18500.0,44.78,72.97,6.86,315.3,104.29,11.51,,22900.0
2020-06-09,18100.0,47.64,70.27,6.64,316.4,102.63,10.92,,22600.0
2020-06-10,18100.0,47.11,69.86,7.27,323.25,102.12,10.51,,23900.0
2020-06-11,17750.0,45.98,65.3,6.57,308.12,95.17,9.47,,25150.0
2020-06-12,17100.0,47.1,66.9,6.7,296.36,96.43,9.7,,24300.0
2020-06-15,16750.0,49.94,68.61,6.72,303.05,97.84,9.86,,24700.0
2020-06-16,16750.0,49.91,69.02,6.94,310.61,99.04,10.36,,27550.0
2020-06-17,16200.0,49.17,66.93,7.51,303.69,99.21,9.81,,26500.0
2020-06-18,16500.0,51.08,66.36,8.24,302.98,98.45,9.78,,27000.0
2020-06-19,16250.0,50.89,66.14,8.15,297.38,95.78,9.51,,26300.0
2020-06-22,16050.0,53.03,63.91,8.36,304.69,99.51,9.51,,25550.0
2020-06-23,16150.0,54.88,68.13,8.53,301.16,101.92,9.86,,25100.0
2020-06-24,16200.0,55.55,65.61,8.53,295.22,100.08,9.47,,26400.0
2020-06-25,16850.0,58.06,64.87,8.56,295.13,101.4,9.6,,26800.0
2020-06-26,16300.0,58.43,61.62,8.41,289.53,93.67,9.11,,26050.0
2020-06-29,15750.0,57.21,59.52,8.91,294.35,95.87,9.83,,26050.0
2020-06-30,16000.0,57.77,60.57,9.27,312.01,98.05,9.74,,25750.0
2020-07-01,15850.0,60.25,62.19,9.39,308.62,97.4,9.57,,24750.0
2020-07-02,15900.0,59.16,60.47,9.4,304.77,98.43,9.58,,24750.0
2020-07-03,16050.0,,,,,,,,25500.0
2020-07-06,16200.0,60.48,61.59,10.24,314.35,99.95,9.91,,25300.0
2020-07-07,16400.0,60.82,56.19,10.67,306.74,97.07,9.5,,26200.0
2020-07-08,16200.0,62.52,57.52,10.64,309.88,98.84,9.61,,26000.0
2020-07-09,16150.0,64.49,56.13,10.39,315.2,96.99,9.18,,26400.0
2020-07-10,15850.0,68.47,57.11,10.66,314.39,97.99,9.52,,25800.0
2020-07-13,16050.0,61.58,54.95,10.23,305.15,96.46,9.39,,29000.0
2020-07-14,15950.0,62.95,54.98,10.29,308.32,96.76,9.47,,28100.0
2020-07-15,16450.0,63.13,60.19,10.25,312.51,98.54,10.31,,28650.0
2020-07-16,16100.0,61.29,58.53,10.09,313.08,97.26,10.36,,28450.0
2020-07-17,16650.0,58.53,58.81,10.19,316.82,96.28,10.2,,27400.0
2020-07-20,16550.0,64.71,57.44,10.68,326.84,95.65,9.91,,27200.0
2020-07-21,16700.0,62.88,58.21,11.04,325.39,98.36,10.5,,27500.0
2020-07-22,16650.0,64.14,57.57,11.0,326.72,98.91,10.44,,27050.0
2020-07-23,16450.0,62.31,56.24,10.65,320.01,98.3,10.87,,27050.0
2020-07-24,16400.0,61.82,54.57,10.23,321.5,98.43,10.91,,26350.0
2020-07-27,16500.0,63.68,54.64,10.33,331.55,97.21,11.2,,26050.0
2020-07-28,17150.0,64.11,53.82,10.15,322.64,96.27,11.3,,26250.0
2020-07-29,16900.0,66.65,54.85,10.66,325.74,96.97,11.61,,27300.0
2020-07-30,16800.0,65.28,53.09,10.58,323.66,96.82,11.45,,27550.0
2020-07-31,16650.0,68.22,52.2,10.43,325.59,97.61,10.52,,26500.0
2020-08-03,16600.0,72.68,50.73,11.76,328.59,98.33,9.67,,27050.0
2020-08-04,16800.0,70.01,53.64,11.36,328.21,97.33,9.93,,28750.0
2020-08-05,17250.0,71.21,49.97,11.21,340.42,100.94,10.61,,28350.0
2020-08-06,17250.0,69.72,51.25,11.15,339.18,100.45,10.14,,27750.0
2020-08-07,17000.0,68.3,50.94,12.01,342.12,101.86,10.33,,27850.0
2020-08-10,17350.0,67.12,54.68,12.36,344.32,105.41,10.71,,28600.0
2020-08-11,17050.0,64.96,56.33,14.12,335.37,105.12,10.98,,30450.0
2020-08-12,16950.0,64.36,56.67,14.33,345.33,105.22,11.01,,29250.0
2020-08-13,17100.0,65.71,56.47,14.11,350.29,106.52,10.84,7812.0,29150.0
2020-08-14,17500.0,64.34,55.15,13.74,349.12,106.43,10.74,7879.0,29000.0
2020-08-17,,65.26,55.6,13.7,354.87,105.66,10.47,,
2020-08-18,16250.0,69.82,54.85,13.67,358.78,106.97,10.24,7311.0,26950.0
2020-08-19,16200.0,67.59,53.64,12.88,360.84,108.39,9.98,7378.0,28000.0
2020-08-20,15350.0,68.72,54.84,12.42,366.42,108.01,9.76,7478.0,26700.0
2020-08-21,15600.0,69.35,56.41,11.73,368.75,109.75,9.73,7712.0,26800.0
2020-08-24,16000.0,66.87,58.58,11.34,376.31,111.83,10.24,8179.0,26500.0
2020-08-25,16200.0,66.45,58.47,11.2,378.5,111.51,10.17,8346.0,27750.0
2020-08-26,16100.0,67.3,58.26,12.22,381.5,111.53,9.88,8346.0,27850.0
2020-08-27,15950.0,70.3,60.96,11.77,374.84,110.84,9.92,8146.0,28600.0
2020-08-28,15900.0,75.96,63.68,12.05,377.48,112.29,10.15,8447.0,29350.0
2020-08-31,16000.0,76.67,60.79,11.85,375.67,111.89,9.81,8914.0,28700.0
2020-09-01,16650.0,83.67,60.91,13.85,391.16,114.84,10.25,8914.0,28450.0
2020-09-02,16400.0,91.06,62.03,15.65,398.29,116.8,10.39,9348.0,28500.0
2020-09-03,16450.0,82.28,61.21,14.07,377.87,112.85,10.43,9114.0,28400.0
2020-09-04,16050.0,80.63,62.4,13.68,361.41,112.4,10.43,8780.0,27700.0
2020-09-07,16050.0,,,,,,,8380.0,27500.0
2020-09-08,16100.0,85.6,61.03,13.71,349.8,112.72,10.95,8346.0,27400.0
2020-09-09,15850.0,91.17,61.06,14.86,323.93,114.9,10.59,8780.0,26700.0
2020-09-10,15850.0,87.75,57.64,15.54,320.0,114.79,10.74,9081.0,27000.0
2020-09-11,16350.0,84.04,56.34,14.9,313.39,118.0,11.32,9014.0,27600.0
2020-09-14,16600.0,82.01,58.28,15.11,313.82,119.28,11.72,8914.0,27450.0
2020-09-15,16600.0,85.45,61.0,16.51,315.49,119.27,11.66,8947.0,27000.0
2020-09-16,16550.0,82.59,61.99,16.18,309.99,118.59,12.23,8780.0,27300.0
2020-09-17,16200.0,85.2,60.01,15.63,303.11,116.36,11.97,8747.0,26750.0
2020-09-18,16050.0,89.7,57.39,15.98,294.76,114.66,11.52,8480.0,26300.0
2020-09-21,15700.0,94.8,56.1,16.68,295.56,113.37,10.69,8280.0,25250.0
2020-09-22,15550.0,94.39,58.35,16.62,313.6,116.87,10.92,8246.0,24550.0
2020-09-23,15600.0,95.23,59.86,16.38,316.77,127.11,11.43,8246.0,24100.0
2020-09-24,15550.0,88.56,59.42,15.84,315.58,124.75,11.01,7812.0,22250.0
2020-09-25,15550.0,97.73,59.83,17.1,315.35,124.23,11.16,7745.0,22450.0
2020-09-28,16050.0,96.91,61.32,17.51,318.73,124.32,11.43,8079.0,23900.0
2020-09-29,15900.0,100.47,58.91,18.15,323.67,126.35,11.08,8246.0,24850.0
2020-09-30,,99.24,61.62,17.16,329.37,125.54,11.23,,
2020-10-01,,105.2,63.53,17.61,341.05,126.64,11.86,,
2020-10-02,,107.51,62.22,17.44,332.67,126.64,12.06,,
2020-10-05,16050.0,110.74,62.48,19.8,337.87,127.91,12.16,8213.0,25700.0
2020-10-06,16000.0,111.31,62.37,19.82,329.29,127.65,11.69,8113.0,25450.0
2020-10-07,16100.0,116.96,65.42,21.59,338.91,130.06,12.17,8280.0,25250.0
2020-10-08,16100.0,115.0,65.88,21.29,337.94,129.71,12.6,8747.0,24950.0
2020-10-09,,123.02,67.6,22.1,346.46,130.98,12.55,,
2020-10-12,16150.0,127.3,68.32,21.43,348.0,129.46,12.73,8947.0,25300.0
2020-10-13,16200.0,130.97,65.72,21.79,356.29,129.2,12.82,8780.0,25000.0
2020-10-14,15850.0,131.44,64.66,22.08,352.07,127.66,12.54,8680.0,24450.0
2020-10-15,15800.0,136.43,65.2,23.54,353.61,129.0,12.92,8246.0,24350.0
2020-10-16,15650.0,131.33,65.24,23.4,349.95,128.0,13.0,8179.0,25100.0
2020-10-19,15700.0,133.01,63.19,24.11,336.46,127.43,13.26,8179.0,24600.0
2020-10-20,15650.0,131.93,64.39,26.81,330.04,128.49,13.47,8346.0,24350.0
2020-10-21,15550.0,124.3,65.0,25.96,325.5,129.43,13.94,8313.0,24800.0
2020-10-22,15300.0,120.8,67.09,25.2,325.67,130.02,14.18,7946.0,24050.0
2020-10-23,15250.0,122.53,68.42,26.39,333.92,129.99,14.66,7979.0,24100.0
2020-10-26,15150.0,118.1,65.35,23.86,331.6,128.37,13.93,8013.0,22850.0
2020-10-27,15200.0,121.15,63.95,23.6,333.81,127.99,13.67,7912.0,22550.0
2020-10-28,15400.0,122.12,59.24,23.63,329.51,122.08,13.31,7912.0,22950.0
2020-10-29,15300.0,115.91,60.59,23.03,330.15,122.86,13.79,7879.0,22650.0
2020-10-30,15150.0,110.21,59.27,21.69,319.29,120.08,13.84,7612.0,22700.0
2020-11-02,15100.0,113.44,59.32,22.44,315.5,122.39,14.46,7478.0,22900.0
2020-11-03,15250.0,111.7,63.92,24.36,327.13,124.59,14.77,7478.0,23300.0
2020-11-04,15450.0,118.6,66.46,25.18,340.18,127.34,14.4,7445.0,23250.0
2020-11-05,15600.0,126.63,66.57,27.71,347.18,129.7,14.97,7545.0,23850.0
2020-11-06,15250.0,125.46,67.19,27.8,343.8,128.9,14.81,7178.0,24500.0
2020-11-09,15500.0,100.01,78.07,21.86,326.96,128.95,15.37,7245.0,24250.0
2020-11-10,15950.0,105.21,73.02,20.0,322.19,127.71,15.06,7311.0,24150.0
2020-11-11,16200.0,106.21,74.76,20.44,336.68,127.66,14.51,7412.0,24200.0
2020-11-12,16700.0,108.72,71.68,21.62,329.91,126.64,14.33,7345.0,24200.0
2020-11-13,17350.0,100.79,69.4,21.01,325.45,128.28,14.89,7612.0,24300.0
2020-11-16,17150.0,101.9,70.99,18.73,331.77,130.11,15.76,7946.0,24400.0
2020-11-17,17450.0,102.49,68.06,18.0,338.4,132.21,16.1,7812.0,23850.0
2020-11-18,17500.0,104.49,66.5,18.49,336.93,131.63,16.27,7846.0,23450.0
2020-11-19,17250.0,105.26,66.71,19.49,344.6,131.91,16.69,7812.0,23400.0
2020-11-20,17500.0,110.9,66.29,19.78,345.74,132.98,16.73,8113.0,22950.0
2020-11-23,17500.0,112.05,69.11,18.36,348.53,134.13,16.54,8046.0,23000.0
2020-11-24,17900.0,105.42,74.68,17.82,349.55,134.7,17.01,8013.0,22900.0
2020-11-25,18000.0,106.94,72.2,18.35,357.8,135.54,16.86,7812.0,22700.0
2020-11-26,17950.0,,,,,,,7979.0,22350.0
2020-11-27,18100.0,108.98,72.26,19.23,365.39,134.25,16.68,7912.0,22250.0
2020-11-30,17750.0,116.35,72.95,21.1,370.22,134.7,16.57,7812.0,22250.0
2020-12-01,17750.0,112.03,75.11,20.61,377.52,135.44,16.54,7812.0,22250.0
2020-12-02,17650.0,113.18,74.55,20.22,372.6,135.58,16.32,7712.0,22100.0
2020-12-03,17950.0,116.2,74.2,18.84,375.42,136.96,17.0,7545.0,22150.0
2020-12-04,18300.0,114.45,75.12,18.53,377.06,137.19,16.83,7512.0,21700.0
2020-12-07,17950.0,116.63,74.76,17.94,371.48,138.75,17.06,7445.0,22200.0
2020-12-08,17850.0,118.25,75.73,17.56,371.07,139.12,17.24,7478.0,21900.0
2020-12-09,17900.0,110.79,77.32,17.0,363.56,138.79,17.57,7612.0,22100.0
2020-12-10,17950.0,117.99,77.54,17.01,369.07,137.58,17.6,7445.0,22000.0
2020-12-11,17600.0,117.1,76.19,16.53,344.32,137.41,17.17,7579.0,22550.0
2020-12-14,17200.0,121.91,76.15,17.08,352.37,136.28,17.14,7612.0,22800.0
2020-12-15,17200.0,127.78,73.15,17.86,356.07,139.39,17.67,7679.0,22600.0
2020-12-16,17200.0,134.0,74.91,17.99,363.1,138.34,17.46,7612.0,24200.0
2020-12-17,17150.0,136.8,74.7,19.03,386.07,140.5,17.42,7512.0,24600.0
2020-12-18,17600.0,139.84,74.99,18.72,378.05,137.28,17.37,7478.0,24800.0
2020-12-21,17600.0,144.39,74.46,19.5,373.4,144.02,17.35,7211.0,25250.0
2020-12-22,17050.0,161.21,76.81,22.09,360.07,142.45,16.88,7078.0,24600.0
2020-12-23,17000.0,162.76,78.5,21.13,355.13,141.76,17.36,7078.0,24250.0
2020-12-24,17100.0,162.72,77.74,20.87,351.42,141.6,17.41,7178.0,24800.0
2020-12-28,16800.0,152.18,76.63,19.74,351.36,142.43,17.27,6911.0,24400.0
2020-12-29,17100.0,150.1,76.34,18.1,353.22,141.57,16.87,6944.0,24350.0
2020-12-30,17350.0,154.96,78.04,18.88,350.78,141.58,17.45,7145.0,24350.0
2020-12-31,,151.72,77.63,18.14,348.03,141.47,17.17,,
2021-01-04,17500.0,145.96,73.93,18.61,356.4,140.1,17.35,6978.0,25100.0
2021-01-05,17950.0,148.53,74.77,19.2,366.5,141.23,17.85,6978.0,26000.0
2021-01-06,18500.0,143.76,77.48,19.19,363.25,142.35,17.97,7078.0,25700.0
2021-01-07,18350.0,154.0,79.58,20.34,367.29,144.95,18.03,7278.0,25400.0
2021-01-08,18100.0,158.88,81.42,19.69,365.46,146.35,17.7,7145.0,25000.0
2021-01-11,17550.0,152.34,82.74,19.61,361.66,147.05,17.98,6877.0,24150.0
2021-01-12,18200.0,156.04,83.75,21.02,356.93,145.05,18.87,7345.0,23900.0
2021-01-13,18350.0,167.42,82.72,21.42,352.14,143.04,18.45,7311.0,24300.0
2021-01-14,18600.0,165.25,82.19,21.44,347.73,141.3,18.5,7445.0,24550.0
2021-01-15,18600.0,157.81,81.09,19.94,344.5,140.72,18.09,7211.0,24100.0
2021-01-18,18050.0,,,,,,,7278.0,23000.0
2021-01-19,18100.0,150.14,80.11,20.03,342.25,139.27,18.13,7245.0,24000.0
2021-01-20,18100.0,155.79,79.66,20.39,355.12,142.8,18.61,8146.0,23700.0
2021-01-21,18050.0,158.13,80.94,21.26,349.22,141.61,18.68,8079.0,23450.0
2021-01-22,18200.0,159.75,79.33,21.18,346.37,139.35,18.51,8380.0,23450.0
2021-01-25,19200.0,157.14,77.3,22.97,339.99,137.55,18.64,8547.0,24100.0
2021-01-26,19350.0,147.79,74.05,23.24,330.56,135.1,18.51,8179.0,23800.0
2021-01-27,19050.0,144.96,73.54,23.04,329.51,131.02,17.35,7846.0,23700.0
2021-01-28,19100.0,145.83,75.59,23.35,330.24,134.72,17.81,7412.0,23900.0
2021-01-29,18550.0,146.13,72.0,24.51,328.68,133.59,17.5,7245.0,23200.0
2021-02-01,18650.0,146.79,73.5,26.58,333.47,135.71,17.99,7378.0,23200.0
2021-02-02,18950.0,147.73,73.48,25.37,343.92,139.59,18.57,7912.0,23150.0
2021-02-03,18900.0,147.17,73.38,25.49,332.39,138.63,19.49,7879.0,23650.0
2021-02-04,19350.0,157.53,74.07,25.33,338.59,140.63,20.26,7579.0,23650.0
2021-02-05,18950.0,148.3,77.79,24.79,334.08,145.11,20.7,7311.0,23600.0
2021-02-08,18950.0,144.99,78.72,26.61,339.71,143.41,20.77,7311.0,23400.0
2021-02-09,18900.0,147.76,79.73,30.54,340.69,141.79,20.72,7278.0,23900.0
2021-02-10,18850.0,145.04,78.1,29.18,341.39,142.46,22.45,7245.0,24100.0
2021-02-11,,146.48,76.53,27.93,345.89,143.54,22.99,,
2021-02-12,,154.67,77.1,29.16,342.86,142.12,22.37,,
2021-02-15,19050.0,,,,,,,7345.0,24400.0
2021-02-16,19100.0,145.88,76.56,30.33,339.85,141.71,22.4,7278.0,25250.0
2021-02-17,19150.0,139.23,78.72,29.81,337.52,143.99,22.4,7645.0,25250.0
2021-02-18,19600.0,138.45,79.77,29.23,336.83,145.09,22.28,7645.0,24700.0
2021-02-19,19400.0,139.71,78.5,29.53,332.23,142.02,22.81,7579.0,25050.0
2021-02-22,19100.0,125.75,81.55,26.71,321.49,136.67,22.16,7412.0,25050.0
2021-02-23,18800.0,126.89,83.98,20.54,322.85,136.13,21.81,7345.0,24700.0
2021-02-24,18350.0,122.72,88.68,19.06,317.7,135.65,21.89,7078.0,23650.0
2021-02-25,18800.0,115.21,88.64,18.09,310.12,135.54,21.59,7245.0,24900.0
2021-02-26,18550.0,120.47,86.09,18.41,311.68,134.78,21.89,7011.0,25500.0
2021-03-01,,123.81,84.66,19.15,314.83,137.65,22.74,,
2021-03-02,19100.0,117.97,83.57,20.43,317.47,137.02,22.87,7111.0,26100.0
2021-03-03,19100.0,108.08,85.99,19.28,295.99,134.26,23.23,7245.0,25900.0
2021-03-04,18800.0,104.75,80.53,19.06,285.14,132.04,22.79,7278.0,25650.0
2021-03-05,18750.0,105.13,83.44,19.36,293.24,133.35,22.66,7345.0,25250.0
2021-03-08,18550.0,101.35,85.73,18.41,288.94,134.56,22.93,7378.0,25200.0
2021-03-09,18600.0,116.02,81.85,18.94,298.35,135.95,22.41,7412.0,24950.0
2021-03-10,18500.0,111.32,81.77,18.7,309.0,137.59,22.54,7145.0,25950.0
